specification,k,method,replicate,held_out_cycle,ari
expanded8_recent_equal,13,bootstrap_refit,27,,0.3992350067114725
expanded8_recent_equal,13,bootstrap_refit,28,,0.36960670667951023
expanded8_recent_equal,13,bootstrap_refit,29,,0.3391199031077091
expanded8_recent_equal,13,bootstrap_refit,30,,0.4231591159461532
expanded8_recent_equal,13,leave_cycle_out,1,2015-2016,0.4566949518476667
expanded8_recent_equal,13,leave_cycle_out,2,2017-2018,0.569997895537634
expanded8_recent_equal,13,leave_cycle_out,3,2021-2023,0.37579615709912206
expanded8_recent_equal,14,bootstrap_refit,1,,0.46144233526369466
expanded8_recent_equal,14,bootstrap_refit,2,,0.3700692528230198
expanded8_recent_equal,14,bootstrap_refit,3,,0.5830708619603013
expanded8_recent_equal,14,bootstrap_refit,4,,0.4104848097495653
expanded8_recent_equal,14,bootstrap_refit,5,,0.47724128807558586
expanded8_recent_equal,14,bootstrap_refit,6,,0.6121293102080437
expanded8_recent_equal,14,bootstrap_refit,7,,0.3772520828143919
expanded8_recent_equal,14,bootstrap_refit,8,,0.41971610995623027
